name,Entry_point_address,Size_of_program_headers,Size_of_section_headers,Start_of_program_headers,Start_of_section_headers,size_text_section,total_size_file,total_size_memory,n_seg_diff_size_in_file_and_memory,n_p_type_header_as_int_type,total_p_flags,total_STT_NOTYPE_symbol,total_STT_FUNC_symbol,total_STT_OBJECT_symbol,n_sec_not_in_memory,total_global_symbols,total_local_symbols,total_weak_symbols,category
VirusShare_2aacff88af2be6a7ccebc5502d9c5143,134513000,32,40,52,118884,87300,115512,142628,1,0,17,5,0,0,0,0,0,0,1
VirusShare_2bdfe56f59d3904af7e8bde7cda92e6f,33108,32,40,52,66208,63228,65616,107936,1,0,18,3,0,0,0,0,0,0,1
VirusShare_2a617afd4504a8e7e3f50f437b0d0194,4194912,32,40,52,63452,60192,63348,64060,1,0,18,2,0,0,0,0,0,0,1
VirusShare_1fe018109af93a795d6bed27ee68f9c0,33108,32,40,52,67228,62704,67112,109564,1,0,18,3,0,0,0,0,0,0,1
VirusShare_1f9ff389f6fcc92f141b491e85ca9bd9,4194708,56,64,64,95712,77336,92724,120236,1,0,17,5,0,0,0,0,0,0,1
VirusShare_2a51ccc08b8e6c3596d8c872aa6fd552,4194912,32,40,52,88812,82880,88720,90036,1,0,18,2,0,0,0,0,0,0,1
VirusShare_2aca4309a952184bee5b6ebfd9c92423,4194720,32,40,52,54280,50720,54212,55048,1,0,18,2,0,0,0,0,0,0,1
VirusShare_2a248c12645d06f91cc92da0e1994457,4194720,32,40,52,50936,48800,50868,51508,1,0,18,2,0,0,0,0,0,0,1
VirusShare_1f10c71191ed6318ab824a236ad199da,134513000,32,40,52,54160,42180,51256,77604,1,0,17,5,0,0,0,0,0,0,1
VirusShare_1ecbf83f664ab7da977d80d0649028e6,65956,32,40,52,61412,56972,61344,62516,1,0,17,2,0,0,0,0,0,0,1
VirusShare_2b7f4621e246921ae83a137951f6340e,65956,32,40,52,77608,62176,73560,84092,1,0,17,5,0,0,0,0,0,0,1
VirusShare_2a723328248128f52d13365fa2aba690,134513000,32,40,52,55724,41300,52712,64196,1,0,17,5,0,0,0,0,0,0,1
VirusShare_2afcf6e586595439c8e57bba117edc32,134512996,32,40,52,69824,62472,67460,77664,1,0,17,5,0,0,0,0,0,0,1
VirusShare_2bcf422898e71317a3172553b42f480b,134513000,32,40,52,54848,48593,54780,64636,1,0,17,2,0,0,0,0,0,0,1
VirusShare_1e630ba08fd4337797c332c216ebeaee,33200,32,40,52,127292,94980,119940,146536,1,0,22,11,0,0,0,0,0,0,1
VirusShare_1e945fae2560d17b212e1143b6c03182,134513000,32,40,52,79188,57716,76032,102372,1,0,17,5,0,0,0,0,0,0,1
VirusShare_1ea8e01db7604683ed46dfd8d43f3cef,4194976,32,40,52,164692,106416,152768,178324,1,1,22,6,0,0,0,0,0,0,1
VirusShare_1f121f35637191662bb60c43e626cd9b,33232,32,40,52,110952,76012,84468,113448,2,0,26,15,0,0,0,0,0,0,1
VirusShare_2bf94a23ad82716012c45dc26b7ce515,4194976,32,40,52,217604,170448,204680,230244,1,1,22,6,0,0,0,0,0,0,1
VirusShare_2a0eeccdf88c59dc886f3b1612cf1068,4194976,32,40,52,93732,73488,83792,109328,1,1,22,6,0,0,0,0,0,0,1
VirusShare_1e127cc3457a05ab63ebc8550a23f6ff,134512996,32,40,52,41376,35766,39360,41152,1,0,17,2,0,0,0,0,0,0,1
VirusShare_2b5b47a26c81e8d65ad609a77c73b059,268435952,32,40,52,118928,94112,115788,141248,1,0,17,5,0,0,0,0,0,0,1
VirusShare_1fa6a762a822d44ac905760243b48c05,33232,32,40,52,115564,80556,88996,117992,2,0,26,15,0,0,0,0,0,0,1
VirusShare_2af69f1d117be1891c429a5e6f703412,4199264,56,64,64,74200,54012,63148,64560,1,0,36,5,0,0,0,58,1,2,1
VirusShare_1f69f3b2bb56081261b066784dca8196,134512996,32,40,52,63084,58262,63016,65180,1,0,17,2,0,0,0,0,0,0,1
VirusShare_1fdc566be7272fc870231b07dc22a082,4194720,32,40,52,74244,57024,71068,96540,1,0,18,5,0,0,0,0,0,0,1
VirusShare_2b1741c35e11783dad7d250ce8bc7638,4194720,32,40,52,64348,59680,64280,65520,1,0,18,2,0,0,0,0,0,0,1
VirusShare_1f4412be762fcabbe2d8ecb22f3cf82b,2147483972,32,40,52,52400,50450,52330,52902,1,0,17,2,0,0,0,0,0,0,1
VirusShare_02a0c5062e8f3225bbdbccd32864271d,134512996,32,40,52,57552,54182,57484,59260,1,0,17,2,0,0,0,0,0,0,1
VirusShare_1ee5df14a05ab81ab7d4b2df4c264b91,33200,32,40,52,98244,76308,90280,116540,1,0,22,11,0,0,0,0,0,0,1
VirusShare_1f4f2a3481c433d449ad85a7ab3b26f1,2147483972,32,40,52,89864,84138,89794,90866,1,0,17,2,0,0,0,0,0,0,1
VirusShare_1f53d5fff19b625737c7fb751a589db3,268435952,32,40,52,66324,54796,63452,88892,1,0,17,5,0,0,0,0,0,0,1
VirusShare_02baa25a55e919eacaab3e26cf7538dd,134513000,32,40,52,134400,100692,131264,157636,1,0,17,5,0,0,0,0,0,0,1
VirusShare_2b75ea825bc64b5379cb8b388190114e,4194912,32,40,52,59048,54432,58944,59756,1,0,18,2,0,0,0,0,0,0,1
VirusShare_2bae559728051898ddf05358ef2622fd,4194976,32,40,52,166856,128336,155740,181308,1,1,22,6,0,0,0,0,0,0,1
VirusShare_1f15bd56138b3d6e47ddb062064b3ad2,134512996,32,40,52,52784,39144,47960,74308,1,0,17,5,0,0,0,0,0,0,1
VirusShare_2a8eb8fdcee943ba196b5a7fc7824219,4194720,32,40,52,90576,69504,85600,111048,1,0,18,5,0,0,0,0,0,0,1
VirusShare_1f7b2990a526d82665e0008fd7a0eb8e,33108,32,40,52,90792,82812,89612,132200,1,0,18,3,0,0,0,0,0,0,1
VirusShare_1e02619ce2aa0a8a3c5403448613f6b5,33200,32,40,52,131300,82216,124444,150680,1,0,22,11,0,0,0,0,0,0,1
VirusShare_2b796c0d9b0fa7ca6533059d11be7693,268435952,32,40,52,50852,48700,50772,51412,1,0,17,2,0,0,0,0,0,0,1
VirusShare_2bd34e52fba323bc3a2d710117a9c354,268435952,32,40,52,66764,62068,66684,67924,1,0,17,2,0,0,0,0,0,0,1
VirusShare_1f31cc79963b50af2389e0ae81bb0765,4194912,32,40,52,192516,175760,192368,201680,1,0,18,2,0,0,0,0,0,0,1
VirusShare_1fd683f32c1565ec4a97b827630f2395,0,32,40,52,151248,78928,96568,98944,1,0,21,14,0,0,0,19,1,0,1
VirusShare_2a9ec73cf5dff120dc91ad9610eb84a1,33172,32,40,52,118544,88888,94332,107248,2,0,26,15,0,0,0,0,0,0,1
VirusShare_2ab23a7716cbaafac4804544f2863955,4194976,32,40,52,116264,86720,103384,128948,1,1,22,6,0,0,0,0,0,0,1
VirusShare_1ee032ea3ba33c951a068ab567d43f41,33172,32,40,52,118544,88888,94332,107248,2,0,26,15,0,0,0,0,0,0,1
VirusShare_2a27f6595bf2321a4f9444b10986a42b,5840,32,40,52,219588,192488,218752,219032,1,0,17,4,0,0,0,67,6,0,1
VirusShare_1fc2a6b0c6e2a7d478e323643d160fb1,33232,32,40,52,117624,80828,90316,119296,2,0,26,15,0,0,0,0,0,0,1
VirusShare_2a4a9a63e807ebd90ebd290262e1f3ae,4194976,32,40,52,127796,97632,116260,141820,1,1,22,6,0,0,0,0,0,0,1
VirusShare_1f86bf816402a1a02691bf7886262416,0,32,40,52,369544,271728,388343,414452,1,0,45,5,0,0,0,309,1,15,1
VirusShare_2aae41806ebd98e5f2298eefabc669fb,33172,32,40,52,117584,89436,94000,106472,2,0,26,15,0,0,0,0,0,0,1
VirusShare_1e8b451eadefedf567902f503ed887f2,0,32,40,52,9473744,4792164,9844727,10398916,1,0,41,5,0,0,0,17953,1,13059,1
VirusShare_1fe0d2e3bc4ceb43327a8be14e7a1180,0,32,40,52,636916,142152,645707,806555,1,0,41,5,0,0,0,274,1,163,1
VirusShare_2a3f492c8ce31d738ee6285aeea1987a,134513028,32,40,52,59028,44232,54308,83296,2,0,21,7,0,0,0,0,0,0,1
VirusShare_2b8f616c0f97dec3d81664c5ca845b7b,33172,32,40,52,84240,48324,58364,86720,2,0,26,15,0,0,0,0,0,0,1
VirusShare_1e7af4b9b271b44e1cb0db0acc180a63,4194708,56,64,64,54480,44662,54208,119872,1,0,17,2,0,0,0,0,0,0,1
VirusShare_02ae15fe9f9bcfebcf6bbfb0badd3bac,134513000,32,40,52,98336,72196,93640,119980,1,0,17,5,0,0,0,0,0,0,1
VirusShare_1ec28f8a5b89408ef5a60d396bd8956a,33200,32,40,52,106820,85268,100112,128408,1,0,22,11,0,0,0,0,0,0,1
VirusShare_2bb347141f7c8a9b05d8d733a62fea8d,4194976,32,40,52,137412,103616,123760,149608,1,1,22,6,0,0,0,0,0,0,1
VirusShare_2b6e0e68247a162900148fe71be08074,4194912,32,40,52,51400,47904,51296,52116,1,0,18,2,0,0,0,0,0,0,1
VirusShare_2a2c7fd488ed615367358a754f61086a,33108,32,40,52,82768,76928,80828,123304,1,0,18,3,0,0,0,0,0,0,1
VirusShare_1e468b3c1d11a21399d2c658f0c27e0f,4194720,32,40,52,50272,38880,49376,112696,1,0,18,2,0,0,0,0,0,0,1
VirusShare_2b796f65b4e7196672a5ab57d4d418dc,2147483972,32,40,52,44552,42222,44484,45284,1,0,17,2,0,0,0,0,0,0,1
VirusShare_2a952c72af820e6cfeafa0df895426e4,4194912,32,40,52,63036,56672,61896,62792,1,0,18,2,0,0,0,0,0,0,1
VirusShare_2a92677cd6ebaf115007b7db8b9f9b6c,65956,32,40,52,146072,120780,141596,167520,1,0,17,14,0,0,0,0,0,0,1
VirusShare_1e30c7e3ca22236f11e9361f1c4bd0df,4194720,32,40,52,63964,60192,63896,64692,1,0,18,2,0,0,0,0,0,0,1
VirusShare_2ae0266c397148ac09f957911bac4348,33200,32,40,52,98036,76648,90044,116284,1,0,22,11,0,0,0,0,0,0,1
VirusShare_1e575138d9bd5514e4d6603951089f7e,4194912,32,40,52,144996,134112,141808,143448,1,0,18,2,0,0,0,0,0,0,1
VirusShare_2b6012fdcd4414c64084a27b9bff4b24,4194708,56,64,64,87912,63672,84884,112972,1,0,17,5,0,0,0,0,0,0,1
VirusShare_2a304b920529583b8857cba874766120,4831847088,56,64,64,160840,90816,112856,145360,2,0,22,15,0,0,0,0,0,0,1
VirusShare_1e18b30485bcc21b6d58e24a1bb645e6,4194976,32,40,52,101180,80784,90720,115748,1,1,22,6,0,0,0,0,0,0,1
VirusShare_1efebf061fdf6dbd26668063ae30f33e,2147483972,32,40,52,58652,55578,58584,59280,1,0,17,2,0,0,0,0,0,0,1
VirusShare_2b72c7b4bc6b9ce471b5092ab734724f,33172,32,40,52,110776,81144,87264,100164,2,0,26,15,0,0,0,0,0,0,1
VirusShare_02b78d534eb12479c6254e3bff1e7d28,36080,32,40,52,45660,40800,45412,45796,1,0,33,3,0,0,0,62,1,0,1
VirusShare_2a018d2d696ec2ad9ad2c3ea3d0ca47b,4194708,56,64,64,68736,53400,65836,93356,1,0,17,5,0,0,0,0,0,0,1
VirusShare_1f79046d6e976ae8f8aa33ffe5ceb63d,33200,32,40,52,123144,95908,116312,142544,1,0,22,11,0,0,0,0,0,0,1
VirusShare_1f4150ff72d850cbb2106c371da212af,65956,32,40,52,107016,83348,102684,128392,1,0,17,14,0,0,0,0,0,0,1
VirusShare_2b1d787ea130b5b55d7043c0a2c94b6d,4194720,32,40,52,65448,48928,62116,87552,1,0,18,5,0,0,0,0,0,0,1
VirusShare_1e8e5db1dc76431ad83899fbcc0bd442,268435952,32,40,52,100072,68972,96320,121772,1,0,17,5,0,0,0,0,0,0,1
VirusShare_1fa1923cd05cc7e0a992081640e31fb4,2147483972,32,40,52,98588,82364,95460,121408,1,0,17,5,0,0,0,0,0,0,1
VirusShare_1f7bd2a15c658fb08ef1a18a29d2168c,4194912,32,40,52,149100,139712,147656,149288,1,0,18,2,0,0,0,0,0,0,1
VirusShare_2a741a624e5770999e4e749158a8a995,134512996,32,40,52,43168,38998,43100,44796,1,0,17,2,0,0,0,0,0,0,1
VirusShare_1f03442541638b7ef167a744a92d8b8d,2147483972,32,40,52,52400,50450,52330,52902,1,0,17,2,0,0,0,0,0,0,1
VirusShare_1f314777edacbdae4265c0d036e1bd99,2147487256,32,40,52,53616,46714,53883,54675,1,0,32,2,0,0,0,52,1,0,1
VirusShare_1f0b9966bb2ed82a6fdb1d1db4c0d31f,4194720,32,40,52,51792,47712,51724,60760,1,0,18,2,0,0,0,0,0,0,1
VirusShare_1fb4541c4a939cdc62d2edf7bf0a6d1b,134512996,32,40,52,78152,56072,74656,101260,1,0,17,5,0,0,0,0,0,0,1
VirusShare_1f5fa15614597ba56d22cdad03811f0a,4194720,32,40,52,71436,66720,71368,72408,1,0,18,2,0,0,0,0,0,0,1
VirusShare_1e226fe3573fac948beb7a4e0216b806,4194720,32,40,52,74164,68160,72760,74000,1,0,18,2,0,0,0,0,0,0,1
VirusShare_1e773ab4c4f51d237d9eb96f4698a636,4194912,32,40,52,75232,62560,75128,138552,1,0,18,2,0,0,0,0,0,0,1
VirusShare_2adc0e2291b3a5dafdcf0e06cf43bf74,33108,32,40,52,82592,76524,81304,124224,1,0,18,3,0,0,0,0,0,0,1
VirusShare_2add8c5d4cd307a7ffc5dd1c0f71edd9,4194720,32,40,52,123444,98656,118916,144792,1,0,18,5,0,0,0,0,0,0,1
VirusShare_2a841663a6774beff6e83c9891e0b93e,4194720,32,40,52,102716,77440,97680,123132,1,0,18,5,0,0,0,0,0,0,1
VirusShare_1e91fde256c44e7535ee35ce856740ce,268435952,32,40,52,53700,48232,52868,53596,1,0,17,2,0,0,0,0,0,0,1
VirusShare_01ebfa4550a28569418db0ee57238d73,4194720,32,40,52,209908,197568,207892,217424,1,0,18,2,0,0,0,0,0,0,1
VirusShare_1f27b732f1873610384cf7adc20d0b97,4194912,32,40,52,64060,60784,63956,64668,1,0,18,2,0,0,0,0,0,0,1
VirusShare_2a54d7a6c0a5a79252e464d75a132e36,4194720,32,40,52,63944,59328,63876,65116,1,0,18,2,0,0,0,0,0,0,1
VirusShare_2b1c60441eeee677273a040807946939,4194976,32,40,52,152540,96512,140920,166468,1,1,22,6,0,0,0,0,0,0,1
VirusShare_1fefdfec84ca93b1db9a6ac58e0a12ca,4194708,56,64,64,67080,50856,64180,91660,1,0,17,5,0,0,0,0,0,0,1
VirusShare_2a54a7944a8f09dab7fb99f2a8d1dae9,4194912,32,40,52,54660,49584,53088,53920,1,0,18,2,0,0,0,0,0,0,1
VirusShare_1e6e185a2e5d21b33399b6e89410a270,4194912,32,40,52,88812,82880,88720,90036,1,0,18,2,0,0,0,0,0,0,1
VirusShare_2a9427feb079215a002f554652e8e36b,33108,32,40,52,74728,59156,72352,221216,1,0,18,3,0,0,0,0,0,0,1
VirusShare_2b87b34bc62a4eb96c383308884cd1ce,33108,32,40,52,80192,76144,80076,122552,1,0,18,3,0,0,0,0,0,0,1
VirusShare_1f4e6bf36804dbbc05c4aa3206d66ec8,65956,32,40,52,62888,57452,62820,63572,1,0,17,2,0,0,0,0,0,0,1
VirusShare_1fc48e5a58271acc99e18636d1cdc888,4194720,32,40,52,43232,26400,43164,174284,1,0,18,2,0,0,0,0,0,0,1
VirusShare_1f302d8592d256ead4d1a482a3593517,4194720,32,40,52,43804,41760,43736,44376,1,0,18,2,0,0,0,0,0,0,1
VirusShare_2ab7f735610c6b8bf49bad962bd6a868,33172,32,40,52,122736,84232,96552,109728,2,0,26,15,0,0,0,0,0,0,1
VirusShare_2a18a24bde4df619ba656d9efcc05bab,33232,32,40,52,146720,100324,118952,148244,2,0,26,15,0,0,0,0,0,0,1
VirusShare_2b6473a23b776d0b6ceebfaca8a9a959,2147483972,32,40,52,65540,61206,65472,66492,1,0,17,2,0,0,0,0,0,0,1
VirusShare_2a90af475c0f43ed3e60148966d3a99d,134513000,32,40,52,98448,75140,94916,121992,1,0,17,5,0,0,0,0,0,0,1
VirusShare_2a21e12b15229306cc6bef22bf69db31,4194720,32,40,52,132260,112192,128660,154668,1,0,18,5,0,0,0,0,0,0,1
VirusShare_01f9512af146932997c4eae69c486c63,268435952,32,40,52,118976,95352,113824,139644,1,0,17,5,0,0,0,0,0,0,1
VirusShare_2b9adfbffd41ed53a16e00cc5679f607,33172,32,40,52,107096,77452,83548,95968,2,0,26,15,0,0,0,0,0,0,1
VirusShare_1f3bcdf095d959ecf0cc17c699af5008,2147483972,32,40,52,68780,57664,65976,91412,1,0,17,5,0,0,0,0,0,0,1
VirusShare_2a154b6914328a0e5f9bea6eb6c82739,2147483972,32,40,52,497728,471646,497658,510238,1,0,17,2,0,0,0,0,0,0,1
VirusShare_2bee4e9dc05ca4a211220bfb0ce9711d,4194720,32,40,52,52956,42656,50152,75588,1,0,18,5,0,0,0,0,0,0,1
VirusShare_1e9d161bbbb0eab34f7d7650b48f194e,4194708,56,64,64,99752,74664,96692,124972,1,0,17,5,0,0,0,0,0,0,1
VirusShare_01e260f676e4ef84fbce72ecc6cc9339,2147483972,32,40,52,61064,56022,60996,61672,1,0,17,2,0,0,0,0,0,0,1
VirusShare_1fbbf7436a9dc27b86d63b08c1a9a6fa,4194976,32,40,52,133124,100528,121468,147252,1,1,22,6,0,0,0,0,0,0,1
VirusShare_2a822710b5f846bb914565be9cad420b,134513000,32,40,52,103100,57028,99688,126028,1,0,17,5,0,0,0,0,0,0,1
VirusShare_1f530d1cc4ddf64c5653d07c186562a7,33172,32,40,52,102848,75048,79408,92364,2,0,26,15,0,0,0,0,0,0,1
VirusShare_1f0a4d3ad52521670f3ca3c434f13b3f,4194912,32,40,52,66924,62032,65192,65904,1,0,18,2,0,0,0,0,0,0,1
VirusShare_1ff715f9eb555c246cb724e1afede1e1,2147487256,32,40,52,53616,46714,53882,54674,1,0,32,2,0,0,0,52,1,0,1
VirusShare_2ac34e167ccb0c87b056bd8695298338,33172,32,40,52,62488,58428,62044,74124,2,0,26,3,0,0,0,0,0,0,1
VirusShare_2aa6fb6fea5a3e09cd6ab7055407d8c8,4194708,56,64,64,114568,62552,111528,139056,1,0,17,5,0,0,0,0,0,0,1
VirusShare_1f045598fa701b323f1760cbfff25012,4194912,32,40,52,91884,86528,91560,92432,1,0,18,2,0,0,0,0,0,0,1
VirusShare_01f3ad2304f8bd5f7af62b15025293c9,4194976,32,40,52,101180,80784,90736,115764,1,1,22,6,0,0,0,0,0,0,1
VirusShare_1fae0db9322233c312c75314f8427764,69108,32,40,52,56628,36028,42636,43976,1,0,40,11,0,0,0,59,1,0,1
VirusShare_1f5d32cfbc73c39bff4cbd1827bbd1ec,134512996,32,40,52,86580,58888,79872,106604,1,0,17,5,0,0,0,0,0,0,1
VirusShare_2ab1b77f17c78f44381772de4748feea,134513000,32,40,52,52932,42388,49976,76356,1,0,17,5,0,0,0,0,0,0,1
VirusShare_2acc817f1189df770924a3c0d8da3821,33172,32,40,52,117584,89436,94004,106476,2,0,26,15,0,0,0,0,0,0,1
VirusShare_1f87549d3821fe8434becbca6d7de3f8,134512996,32,40,52,41472,37014,41216,51008,1,0,17,2,0,0,0,0,0,0,1
VirusShare_2a9f5d3fb47838937d282c552865863f,4208000,56,64,64,414584,291520,426628,528686,2,0,43,5,0,0,0,146,1,9,1
VirusShare_1f27b4a88ee59a1da4ec63c16abafc64,134512996,32,40,52,49452,45398,49384,50940,1,0,17,2,0,0,0,0,0,0,1
VirusShare_2a31cdfe3497dd1f740b5799dee3d2a4,134512996,32,40,52,56988,44104,52984,79332,1,0,17,5,0,0,0,0,0,0,1
VirusShare_1f89e9c588a64238a4072b32b531d1f0,134513000,32,40,52,74584,53684,71392,97988,1,0,17,5,0,0,0,0,0,0,1
VirusShare_2a84469b3e04da5fed63cc6ca9576011,33200,32,40,52,106876,83144,100000,126260,1,0,22,11,0,0,0,0,0,0,1
VirusShare_2a01f5e82ef03987766e37e17cfee2b6,2147483972,32,40,52,72640,60992,69620,95820,1,0,17,5,0,0,0,0,0,0,1
VirusShare_2b8bfc6128f33c1680a5dfafc5759645,36080,32,40,52,17588,12752,17540,71856,1,0,33,4,0,0,0,61,1,0,1
VirusShare_2b95b4b33a4eeeab45281d22e2a06abd,4194720,32,40,52,95896,89216,95828,97388,1,0,18,2,0,0,0,0,0,0,1
VirusShare_2b3890f6e22aa66490e711a86f1a1aa4,33172,32,40,52,109072,78568,82832,95312,2,0,26,15,0,0,0,0,0,0,1
VirusShare_1ef17877b39d06e83f7c31ead2eff08f,4194720,32,40,52,17132,13600,15996,18548,1,0,18,2,0,0,0,0,0,0,1
VirusShare_1e8874c57ded659420357de1e5155b4d,4194912,32,40,52,66924,62032,65208,65920,1,0,18,2,0,0,0,0,0,0,1
VirusShare_2bb770312a7b278e0c5d47e84c11af55,4194720,32,40,52,132252,112192,128652,154660,1,0,18,5,0,0,0,0,0,0,1
VirusShare_2a9b1218874c19d69e94228a3f54f25f,134513000,32,40,52,74836,56228,71808,98148,1,0,17,5,0,0,0,0,0,0,1
VirusShare_1e930836f18ce5778d1532e11f813dce,2147483972,32,40,52,65540,61206,65470,66490,1,0,17,2,0,0,0,0,0,0,1
VirusShare_1e3804f138d9ef6f0706720228a316f2,268435952,32,40,52,65500,53988,62628,88068,1,0,17,5,0,0,0,0,0,0,1
VirusShare_2a24ec69b4fd9da01017fdc0261cf3a4,4194976,32,40,52,158468,125184,147360,172908,1,1,22,6,0,0,0,0,0,0,1
VirusShare_1e3514ce390b8718886b58f486e6efdf,4194720,32,40,52,74360,66208,74292,75304,1,0,18,2,0,0,0,0,0,0,1
VirusShare_2bf761a04cfe2966c361a1f51691314f,4194976,32,40,52,154884,120560,142512,168500,1,1,22,6,0,0,0,0,0,0,1
VirusShare_1e80c98c3c96ba8b5ae8c9200219fafc,4194720,32,40,52,94824,86624,94672,96408,1,0,18,2,0,0,0,0,0,0,1
VirusShare_1fe4e3713a5e2da24e020edf1ec5f3a2,33172,32,40,52,128304,95592,104556,117244,2,0,26,15,0,0,0,0,0,0,1
VirusShare_2a753d234f968b95b121cc64d9be10b9,33232,32,40,52,123240,82368,96740,125720,2,0,26,15,0,0,0,0,0,0,1
VirusShare_2bf66876da9d1cf42934a52ceb3061e9,2147483972,32,40,52,65816,61482,65746,66766,1,0,17,2,0,0,0,0,0,0,1
VirusShare_2a6cb5ad2670837f80eb26709f55fb5b,2147483972,32,40,52,90012,85286,89944,91136,1,0,17,2,0,0,0,0,0,0,1
VirusShare_1e30dc7d57faece7ea59a797c7efce1b,65956,32,40,52,72832,68972,72764,73580,1,0,17,2,0,0,0,0,0,0,1
VirusShare_1eb1b1ed30e45e4b22762c5e92374e79,134513000,32,40,52,58204,45460,55192,81668,1,0,17,5,0,0,0,0,0,0,1
VirusShare_1e135ac5bca9493fd1c4744fa87c4289,33108,32,40,52,46016,43340,45900,88220,1,0,18,3,0,0,0,0,0,0,1
VirusShare_1f64b4f25e5ddd6b892eb68bc1677402,0,32,40,52,617468,142192,626299,787147,1,0,41,5,0,0,0,274,1,163,1
VirusShare_1ec0976afd424b49148fd5b2e6dcf61d,0,32,40,52,230984,147092,236699,398035,1,0,41,5,0,0,0,632,1,8,1
VirusShare_1ebfa22616d2b1bb0749cf7773c731ce,65956,32,40,52,53172,49904,53104,54044,1,0,17,2,0,0,0,0,0,0,1
VirusShare_1f7a95a161ee171430071c74a3a89733,4194720,32,40,52,33312,31040,33244,33888,1,0,18,2,0,0,0,0,0,0,1
VirusShare_2a1fda7533e9262430251137d53ee8f6,33232,32,40,52,110240,75692,83756,112736,2,0,26,15,0,0,0,0,0,0,1
VirusShare_2b4655234cbfec1dfd89330d1b50783b,33172,32,40,52,94568,68712,71616,83932,2,0,26,15,0,0,0,0,0,0,1
VirusShare_2b29d60b5b3ee0b62e2b01a6b4a96f4c,2147483972,32,40,52,96540,75584,93396,119088,1,0,17,5,0,0,0,0,0,0,1
VirusShare_2b44e79f98e75e738b4b07e45615e67e,4194720,32,40,52,65968,60832,65380,66620,1,0,18,2,0,0,0,0,0,0,1
VirusShare_2aced481b93aae0e96410ada17d75ae5,65956,32,40,52,60504,56164,60436,61212,1,0,17,2,0,0,0,0,0,0,1
VirusShare_2a48b39844bae91fd80fab3ae3be23df,134512996,32,40,52,46432,42822,46364,47996,1,0,17,2,0,0,0,0,0,0,1
VirusShare_2bbe01072d0047164e0bf7e938b8fc45,65956,32,40,52,70472,58124,65924,91372,1,0,17,14,0,0,0,0,0,0,1
VirusShare_2b3eb4ee8d028cdf4d9a872e92c330d7,10416,32,40,52,167312,45488,93084,93144,1,0,31,5,0,0,0,239,3,6,1
VirusShare_2a5600ec2c7f9cd1fa442285cc107a5f,4194976,32,40,52,90340,71248,80564,106108,1,1,22,6,0,0,0,0,0,0,1
VirusShare_02a111cb7af28db8f5f0aa871dafe0ea,33132,32,40,52,87616,83180,87688,89860,1,0,22,3,0,0,0,0,0,0,1
VirusShare_2b0b7590e13451f4622d89a4c8142a78,65956,32,40,52,70620,65872,70552,71604,1,0,17,2,0,0,0,0,0,0,1
VirusShare_1e786cc12e40be24b466124f487a7169,0,32,40,52,16856,9388,17561,17561,0,0,41,5,0,0,0,66,1,6,1
VirusShare_2b526c19bcf35fb563d86314237546fa,33172,32,40,52,105488,74156,78328,90840,2,0,26,15,0,0,0,0,0,0,1
VirusShare_1fbbd0803a984b9f6dd9bf54b9004099,268435952,32,40,52,23936,21964,23856,24296,1,0,17,2,0,0,0,0,0,0,1
VirusShare_1fd1177142eea6e00497ef698c3aea22,33200,32,40,52,72196,63408,68280,93904,1,0,22,11,0,0,0,0,0,0,1
VirusShare_1e146b028d3433688dcbdf19d67b621e,2147483972,32,40,52,52656,50646,52586,53158,1,0,17,2,0,0,0,0,0,0,1
VirusShare_2b3d84cf16f4f2175da68159acc920bc,4194720,32,40,52,51184,48960,51116,51756,1,0,18,2,0,0,0,0,0,0,1
VirusShare_2a4235a40b86b7d03236077bbc5daefe,134512996,32,40,52,77816,55240,72260,98856,1,0,17,5,0,0,0,0,0,0,1
VirusShare_1edf8f29ea7fdc9f1ed8dcba864d16aa,4194912,32,40,52,91796,83472,89532,90840,1,0,18,2,0,0,0,0,0,0,1
VirusShare_2a73c856787389dbc2575230ecf9663c,2147483972,32,40,52,74648,61988,71808,97244,1,0,17,5,0,0,0,0,0,0,1
VirusShare_1ebd1ecc71ef9352516904dc2a94bf45,33200,32,40,52,114260,86804,104808,131340,1,0,22,11,0,0,0,0,0,0,1
VirusShare_2b04151344afd8a7994877edcb37c471,2147483972,32,40,52,124996,78904,121760,147216,1,0,17,5,0,0,0,0,0,0,1
VirusShare_1f31283346b430db4c977e50f2060d91,4194720,32,40,52,66996,52096,64048,89488,1,0,18,5,0,0,0,0,0,0,1
VirusShare_01f1c43ac5cbfb2ae11b7d422e1bd1dc,33172,32,40,52,91336,61916,67880,80596,2,0,26,15,0,0,0,0,0,0,1
VirusShare_1ebe013fdfe07139bde9637a5d230fc6,134512996,32,40,52,61144,44984,56644,82984,1,0,17,5,0,0,0,0,0,0,1
VirusShare_2b0268bb748ff3277944422b2b20b0a9,4194976,32,40,52,204596,169872,193088,218652,1,1,22,6,0,0,0,0,0,0,1
VirusShare_1e57a27dbf9fb9bf4716ba3b6762d9de,4194912,32,40,52,38260,34032,37392,92096,1,0,18,2,0,0,0,0,0,0,1
VirusShare_2b310423ec5a865c9af6b35a058e2085,4194720,32,40,52,59272,47776,56432,81868,1,0,18,5,0,0,0,0,0,0,1
VirusShare_2be33cdfefe8fdb102b7b69f16c32bcf,65956,32,40,52,41468,38112,40412,41072,1,0,17,2,0,0,0,0,0,0,1
